pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__6507455fc53a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups5__8a6af549e7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups6__ec306b861c,how many years r born a member of sports groups5,how many years r born a member of sports groups6,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9525,0.9792,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9792,0.9251,alias_of,merge,symmetric,0.95,"Attributes differ only by suffix, same concept.",0.9311,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__b612204d85bc,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__c40fa108f2,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__edf4dc0d21,how many years r born a member of school service group1,how many years r born a member of school service group3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9506,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9247,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.9084,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_sc__attr_life_context_and_constraints_sc__c3049a70ab41,attr_life_context_and_constraints__school_frarternity2_meets_in_this_area__584620d5af,attr_life_context_and_constraints__school_frarternity3_meets_in_this_area__f88299e872,school frarternity2 meets in this area,school frarternity3 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9542,0.9737,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9737,0.9246,alias_of,merge,symmetric,0.9,"Attributes differ only by suffix, measuring same concept.",0.9083,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__075347f926c1,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group1__1a257e2b62,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group4__eb06ac0995,how many years r born a member of fraternity group1,how many years r born a member of fraternity group4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9509,0.9804,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9804,0.9245,alias_of,merge,symmetric,0.9,Same construct with suffix variation.,0.9083,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a7079d3d81aa,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups1__4fa14042c6,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups4__d2e6ed8cb2,how many yrs r been a member of fraternal groups1,how many yrs r been a member of fraternal groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.951,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9244,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.9082,openai,gpt-4.1-mini
pair_attr_demographics_and_population_spo__attr_demographics_and_population_spo__80c4c4d3b8eb,attr_demographics_and_population__spouse_s_father_s_occ_pres_when_spouse_was_16_2010__cc516cd091,attr_demographics_and_population__spouse_s_father_s_occ_when_spouse_was_16_2010__1a9d216f0b,spouse's father's occ pres when spouse was 16 (2010),spouse's father's occ when spouse was 16 (2010),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9643,0.9495,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9495,0.9242,alias_of,merge,symmetric,0.9,Attributes measure same construct with minor wording difference.,0.9077,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__2b5765838a93,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups1__e0b21d60d6,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups4__9d967de287,how many years r born a member of youth groups1,how many years r born a member of youth groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9512,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9787,0.9242,alias_of,merge,symmetric,0.9,Same attribute differing only by suffix.,0.9081,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_fa__attr_life_context_and_constraints_fa__14a073ca98a4,attr_life_context_and_constraints__father_s_census_occupation_code_1970__8c5d097e90,attr_life_context_and_constraints__father_s_census_occupation_code_1980__5eb71cb260,father's census occupation code (1970),father's census occupation code (1980),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9532,0.9737,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9737,0.9241,alias_of,merge,symmetric,0.9,"Attributes differ only by year suffix, same construct.",0.908,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__db0c5e7c658a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups1__cc83048b0d,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups5__8a6af549e7,how many years r born a member of sports groups1,how many years r born a member of sports groups5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9506,0.9792,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9792,0.924,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.908,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__1b88fc7cbb50,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups2__faf8745114,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups4__d2e6ed8cb2,how many yrs r been a member of fraternal groups2,how many yrs r been a member of fraternal groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9502,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9239,alias_of,merge,symmetric,0.9,Same construct with suffix variation.,0.9079,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_sp__attr_life_context_and_constraints_sp__39f5a3386f1a,attr_life_context_and_constraints__spouse_census_occupation_code_1970__b291276097,attr_life_context_and_constraints__spouse_census_occupation_code_1980__56db8a161d,spouse census occupation code (1970),spouse census occupation code (1980),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9534,0.9722,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9722,0.9238,alias_of,merge,symmetric,0.9,"Attributes differ only by year suffix, same construct.",0.9078,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__f9abdccdad15,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__b0da7cbe2d,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__f11059610a,how many years r born a member of professional society5,how many years r born a member of professional society3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.949,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9238,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.9079,openai,gpt-4.1-mini
pair_attr_cognitive_and_capability_pro_hi__attr_cognitive_and_capability_pro_hi__f0620db22f7e,attr_cognitive_and_capability_pro__highest_schl_grade_of_r_7th_child__d306a9bb63,attr_cognitive_and_capability_pro__highest_schl_grade_of_r_8th_child__2b237cbf1b,highest schl grade of r 7th child,highest schl grade of r 8th child,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.9541,0.9697,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9697,0.9236,alias_of,merge,symmetric,0.9,"Attributes measure same construct for different children, equivalent.",0.9076,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__8e8ad1bee1e4,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union3__41df39ee68,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union4__00ecfbdec4,how many years r born a member of labor union3,how many years r born a member of labor union4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9502,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.9236,alias_of,merge,symmetric,0.9,Same attribute differing only by suffix.,0.9077,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__4eae2e5b435c,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group1__670a7ac52a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group4__1496a21ac3,how many years r born a member of literary group1,how many years r born a member of literary group4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9496,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9236,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.9078,openai,gpt-4.1-mini
pair_attr_demographics_and_population_r_h__attr_demographics_and_population_r_h__50ce5127b62a,attr_demographics_and_population__r_had_sexual_contact_with_leader2__cea408ea55,attr_demographics_and_population__r_had_sexual_contact_with_leader3__8b42f2a610,r had sexual contact with leader2,r had sexual contact with leader3,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9539,0.9697,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9697,0.9235,alias_of,merge,symmetric,0.9,"Attributes differ only by leader number, measuring same behavior.",0.9076,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__729a1a11cb5e,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups2__828fa22ca9,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups4__c9a4e039dd,how many years r born a member of sports groups2,how many years r born a member of sports groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9497,0.9792,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9792,0.9235,alias_of,merge,symmetric,0.9,Same construct with suffix variation.,0.9077,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__9e7aef5f3917,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups3__16df521c5a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups4__c9a4e039dd,how many years r born a member of sports groups3,how many years r born a member of sports groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9497,0.9792,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9792,0.9235,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.9077,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__fdd43a050325,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__01ebf4a3bd,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__a79705fdab,how many years r born a member of professional society1,how many years r born a member of professional society6,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9484,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9235,alias_of,merge,symmetric,0.9,Same attribute differing only by suffix.,0.9077,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ye__attr_life_context_and_constraints_ye__f83578e90bf1,attr_life_context_and_constraints__years_r_has_known_the_named1__066814f4af,attr_life_context_and_constraints__years_r_has_known_the_named2__2d24f13b4f,years r has known the named1,years r has known the named2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9562,0.9643,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9643,0.9234,alias_of,merge,symmetric,0.9,"Attributes differ only by suffix, same construct.",0.9074,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_sp__attr_life_context_and_constraints_sp__966c62a0bedd,attr_life_context_and_constraints__spouse_s_industry_code_1970__b3f3e9ebf6,attr_life_context_and_constraints__spouse_s_industry_code_1980__e67130f0e1,spouse's industry code (1970),spouse's industry code (1980),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9556,0.9655,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9655,0.9234,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by year suffix.,0.9074,openai,gpt-4.1-mini
pair_attr_cognitive_and_capability_pro_hi__attr_cognitive_and_capability_pro_hi__8dd95ee80b7f,attr_cognitive_and_capability_pro__highest_schl_grade_of_r_8th_child__2b237cbf1b,attr_cognitive_and_capability_pro__highest_schl_grade_of_r_9th_child__cf69a3b978,highest schl grade of r 8th child,highest schl grade of r 9th child,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.9533,0.9697,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9697,0.9232,alias_of,merge,symmetric,0.9,"Attributes measure same construct for different children, equivalent.",0.9074,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__89562174ada8,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group3__022ae10f4c,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group4__1496a21ac3,how many years r born a member of literary group3,how many years r born a member of literary group4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9487,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9231,alias_of,merge,symmetric,0.9,Same construct with suffix variation.,0.9075,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__7cd1e2205d7f,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union1__bc7a6d06f8,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union4__00ecfbdec4,how many years r born a member of labor union1,how many years r born a member of labor union4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9489,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.9229,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.9074,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__72372c5b3597,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups4__c9a4e039dd,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups5__8a6af549e7,how many years r born a member of sports groups4,how many years r born a member of sports groups5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9486,0.9792,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9792,0.9229,alias_of,merge,symmetric,0.9,Same attribute differing only by suffix.,0.9074,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__eb84a5c99f2f,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__608868606e,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__b0da7cbe2d,how many years r born a member of professional society2,how many years r born a member of professional society5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9471,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9228,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.9073,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__cb0b8b53a272,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group2__8f46c0cfe7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group5__7e4989744e,how many years r born a member of other group2,how many years r born a member of other group5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9485,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.9227,alias_of,merge,symmetric,0.9,Same construct with suffix variation.,0.9072,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ot__attr_life_context_and_constraints_ot__8983bc7f2c6c,attr_life_context_and_constraints__other_group1_meets_in_this_area__58a9696591,attr_life_context_and_constraints__other_group2_meets_in_this_area__ffcc0bdcd6,other group1 meets in this area,other group2 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9531,0.9677,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9677,0.9225,alias_of,merge,symmetric,0.9,"Attributes differ only by suffix, measuring same concept.",0.907,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__0222ed3139ff,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group2__a02334d81e,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group4__1496a21ac3,how many years r born a member of literary group2,how many years r born a member of literary group4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9474,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9224,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.9071,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__7d0bc2e3747c,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__50e5274e34,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__a79705fdab,how many years r born a member of professional society4,how many years r born a member of professional society6,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9464,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9224,alias_of,merge,symmetric,0.9,Same construct with suffix variation.,0.9071,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__21034ccf29a2,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group4__1cadfd9ead,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group5__7e4989744e,how many years r born a member of other group4,how many years r born a member of other group5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9479,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.9223,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.9071,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a194335d9d15,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups1__cc83048b0d,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups4__c9a4e039dd,how many years r born a member of sports groups1,how many years r born a member of sports groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9475,0.9792,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9792,0.9223,alias_of,merge,symmetric,0.9,Same attribute differing only by suffix.,0.9071,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_fa__attr_life_context_and_constraints_fa__085434371905,attr_life_context_and_constraints__father_s_industry_code_1970__0fdfc46a8a,attr_life_context_and_constraints__father_s_industry_code_1980__1e367ce16f,father's industry code (1970),father's industry code (1980),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9535,0.9655,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9655,0.9222,alias_of,merge,symmetric,0.9,"Attributes differ only by year suffix, same construct.",0.9068,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__bac666ac18ed,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union2__b9965b820f,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union4__00ecfbdec4,how many years r born a member of labor union2,how many years r born a member of labor union4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9476,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.9222,alias_of,merge,symmetric,0.9,Equivalent attributes differing only by suffix.,0.907,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__8b23ff9fcba4,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__61e7f73268,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__d0cf0b03d3,how many years r born a member of school service group2,how many years r born a member of school service group4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9458,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9221,alias_of,merge,symmetric,0.9,Same construct with suffix variation.,0.907,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_do__attr_life_context_and_constraints_do__c57db7290d8d,attr_life_context_and_constraints__does_subordinant_supervise_anyone__3d64e12eab,attr_life_context_and_constraints__does_subordinate_supervise_anyone__ed7f04bf5c,does subordinant supervise anyone,does subordinate supervise anyone,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9457,0.9697,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9697,0.919,alias_of,merge,symmetric,0.98,Spelling variant 'subordinant' vs 'subordinate' for same attribute.,0.9411,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__79eb6a911ce4,attr_life_context_and_constraints__hours_per_week_using_work_computer_job__7d74520a35,attr_life_context_and_constraints__hours_per_week_using_work_computer_www__2ae5e1c86e,hours per week using work computer job,hours per week using work computer www,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9556,0.9211,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9211,0.9123,alias_of,merge,symmetric,0.95,Hours per week using work computer job vs www are likely same attribute with variant label.,0.9233,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a80b0d02c1c6,attr_life_context_and_constraints__how_able_is_x_to_decide_receive_treatment__af2a74a396,attr_life_context_and_constraints__how_able_is_x_to_decide_whether_to_receive_treatment__8726d61446,how able is x to decide receive treatment,how able is x to decide whether to receive treatment,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9638,0.8817,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8,0.9069,alias_of,merge,symmetric,0.9,Attributes measure same construct with minor wording difference about ability to decide treatment.,0.8973,openai,gpt-4.1-mini
pair_attr_cognitive_and_capability_pro_sk__attr_cognitive_and_capability_pro_sk__e137460aeab2,attr_cognitive_and_capability_pro__skills_and_expertise__a0f5f4c3a3,attr_cognitive_and_capability_pro__skills_and_expertise_list__40061bd44a,Skills And Expertise,Skills And Expertise List,Cognitive & Capability Profile,Cognitive & Capability Profile,skills and expertise,skills and expertise,0.9583,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.9037,alias_of,merge,symmetric,0.95,Skills and Expertise and Skills and Expertise List measure the same construct; likely aliases.,0.9161,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_hu__attr_life_context_and_constraints_hu__c4787eead82a,attr_life_context_and_constraints__hubby_or_wife_earns_more__b1d87b3231,attr_life_context_and_constraints__hubby_or_wife_earns_more_dollars__e21943246d,hubby or wife earns more $,hubby or wife earns more dollars,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9592,0.8621,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8,0.8995,alias_of,merge,symmetric,0.95,Attributes differ only in wording ($ vs dollars) but measure same construct.,0.9155,openai,gpt-4.1-mini
pair_attr_demographics_and_population_whi__attr_demographics_and_population_whi__f4c861ff8449,attr_demographics_and_population__which_of_these_statements_comes_closer_to_your_point_o__a82d20963a,attr_demographics_and_population__which_of_these_statements_comes_closer_to_your_view_ev__b3b56d0a2c,"Which of these statements comes closer to your point of view, even if neither is exactly right?","Which of these statements comes closer to your view, even if neither is exactly right?",Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9714,0.9503,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9503,0.8985,alias_of,merge,symmetric,0.95,Attributes differ only slightly in wording but measure same construct.,0.9125,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_co__attr_life_context_and_constraints_he__77048c402a7c,attr_life_context_and_constraints__condition_of_health__d6d3b572b6,attr_life_context_and_constraints__health_and_physical_condition__0872a4d58b,condition of health,health and physical condition,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8945,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.8984,alias_of,merge,symmetric,0.95,Condition of health and health and physical condition are synonyms measuring same construct.,0.9168,openai,gpt-4.1-mini
pair_attr_behavioral_patterns_and_pref_ho__attr_behavioral_patterns_and_pref_ho__2d35309e74ce,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests,Hobbies And Interests List,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,interests and preferences,interests and preferences,0.9465,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.8972,alias_of,merge,symmetric,0.95,Hobbies and interests and hobbies and interests list are synonyms measuring same construct.,0.9125,openai,gpt-4.1-mini
pair_attr_demographics_and_population_whi__attr_demographics_and_population_whi__7eb508319afb,attr_demographics_and_population__which_of_these_statements_comes_closer_to_your_view_ev__b3b56d0a2c,attr_demographics_and_population__which_statement_comes_closer_to_your_view_even_if_neit__ecd350cabf,"Which of these statements comes closer to your view, even if neither is exactly right?","Which statement comes closer to your view, even if neither is exactly right?",Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9738,0.9383,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9383,0.8968,alias_of,merge,symmetric,0.95,Attributes differ slightly in wording but measure same construct.,0.9115,openai,gpt-4.1-mini
