pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__44b87528a674,attr_demographics_and_population__relationship_of_person_12_to_spouse_of_househo__d8d2a6fb3c,attr_demographics_and_population__relationship_of_person_14_to_spouse_of_househo__5fce040bc8,relationship of person 12 to spouse of househo,relationship of person 14 to spouse of househo,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8615,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.8748,not_related,keep_separate,none,0.95,Relationships of different persons to spouse of household head; distinct attributes.,0.9036,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__3b9e8b3fddd5,attr_demographics_and_population__relationship_of_10th_person_to_household_head__1324552a17,attr_demographics_and_population__relationship_of_5th_person_to_household_head__fac021a73b,relationship of 10th person to household head,relationship of 5th person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8668,0.9663,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9663,0.8747,not_related,keep_separate,none,0.95,Relationships of different household members to household head; distinct.,0.9034,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__849e8a42c17f,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group1__8fecb1b4e8,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups1__e0b21d60d6,how many years r born a member of other group1,how many years r born a member of youth groups1,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8757,0.9462,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9462,0.8746,not_related,keep_separate,none,0.9,Years born member of different groups; distinct group memberships.,0.8806,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_who_wo__attr_domain_specific_overlays_who_wo__52c4faf85c77,attr_domain_specific_overlays__who_would_r_have_voted_for_1976_election__465c70ad7e,attr_domain_specific_overlays__who_would_r_have_voted_for_1996_election__4b9b468b95,who would r have voted for-1976 election,who would r have voted for-1996 election,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8626,0.975,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.975,0.8746,not_related,keep_separate,none,0.9,Voting preferences in different election years; distinct temporal attributes.,0.881,openai,gpt-4.1-mini
pair_attr_social_identity_relationship_re__attr_social_identity_relationship_re__16ae154aa011,attr_social_identity_relationship__respondent_s_relationship_to_2nd_closest_murderee__468d490ef0,attr_social_identity_relationship__respondent_s_relationship_to_closest_murderee__89e17eb402,respondent's relationship to 2nd closest murderee,respondent's relationship to closest murderee,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.9613,0.9574,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8745,not_related,keep_separate,none,0.9,Relationship to different murderees; distinct entities.,0.9079,openai,gpt-4.1-mini
pair_attr_social_identity_relationship_re__attr_social_identity_relationship_re__16a2f9cb4e19,attr_social_identity_relationship__respondent_s_relationship_to_3rd_closest_suicide__bc1af90f18,attr_social_identity_relationship__respondent_s_relationship_to_closest_suicide__7832a76ab0,respondent's relationship to 3rd closest suicide,respondent's relationship to closest suicide,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.9573,0.9565,0.7257,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8745,not_related,keep_separate,none,0.9,Relationship to different suicides; distinct attributes.,0.9082,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_se__attr_life_context_and_constraints_se__b087931fb071,attr_life_context_and_constraints__service_club5_meets_in_this_area__ae6584d842,attr_life_context_and_constraints__service_club8_meets_in_this_area__b03120b658,service club5 meets in this area,service club8 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8652,0.9688,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9688,0.8745,not_related,keep_separate,none,0.9,Service club meetings for different clubs; distinct attributes.,0.8808,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_who_wo__attr_domain_specific_overlays_who_wo__32b86f976a27,attr_domain_specific_overlays__who_would_r_have_voted_for_1988_election__6a8610e905,attr_domain_specific_overlays__who_would_r_have_voted_for_1992_election__ba54ebb75c,who would r have voted for-1988 election,who would r have voted for-1992 election,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8737,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.8744,not_related,keep_separate,none,0.9,Voting preferences in different election years; distinct temporal attributes.,0.8806,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_re__attr_worldview_beliefs_and_attitu_re__f2721f3c8fdb,attr_worldview_beliefs_and_attitu__religious_change_experience1__3a86fe58de,attr_worldview_beliefs_and_attitu__religious_change_experience3__39e851f3fa,religious change experience1,religious change experience3,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9574,0.9643,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8741,not_related,keep_separate,none,0.9,Religious change experiences at different times; distinct temporal attributes.,0.9078,openai,gpt-4.1-mini
pair_attr_demographics_and_population_r_r__attr_demographics_and_population_r_r__f36a57994a9f,attr_demographics_and_population__r_relation_to_r_1st_sibling__cf4f53cad2,attr_demographics_and_population__r_relation_to_r_7th_sibling__526c570c73,r relation to r 1st sibling,r relation to r 7th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.884,0.9259,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9259,0.8741,not_related,keep_separate,none,0.95,Relation to different siblings; distinct attributes.,0.9025,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__ea9b60364031,attr_demographics_and_population__age_of_second_person_in_household_screening_if_applica__1e135e417e,attr_demographics_and_population__age_of_seventh_person_in_household_screening_if_applic__30e4934b3a,age of second person in household screening (if applicable),age of seventh person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8771,0.9412,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9412,0.8741,not_related,keep_separate,none,0.95,Ages of different household members; distinct attributes.,0.9027,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__e38d231b05cb,attr_demographics_and_population__age_of_seventh_person_in_household_screening_if_applic__30e4934b3a,attr_demographics_and_population__age_of_tenth_person_in_household_screening_if_applicab__d48192bbfd,age of seventh person in household screening (if applicable),age of tenth person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8654,0.9661,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9661,0.8739,not_related,keep_separate,none,0.95,Ages of different household members; distinct attributes.,0.903,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__0fdd79e5feac,attr_demographics_and_population__relationship_of_1st_person_to_household_head__6827eeb6f6,attr_demographics_and_population__relationship_of_6th_person_to_household_head__c1484fee6c,relationship of 1st person to household head,relationship of 6th person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8705,0.9545,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9545,0.8738,not_related,keep_separate,none,0.95,Relationships of different household members; distinct attributes.,0.9028,openai,gpt-4.1-mini
pair_attr_demographics_and_population_bir__attr_demographics_and_population_bir__3ff6ca137d59,attr_demographics_and_population__birth_year_of_r_5th_sibling__dce2b9cdd7,attr_demographics_and_population__birth_year_of_r_7th_sibling__39dcff5fba,birth year of r 5th sibling,birth year of r 7th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8667,0.963,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.963,0.8738,not_related,keep_separate,none,0.95,Birth years of different siblings; distinct attributes.,0.9029,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__43115a53c1d9,attr_demographics_and_population__relationship_of_2nd_person_to_household_head__a19d9032b0,attr_demographics_and_population__relationship_of_7th_person_to_household_head__7878d4611c,relationship of 2nd person to household head,relationship of 7th person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8793,0.9318,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9318,0.873,not_related,keep_separate,none,0.95,Relationships of different household members; distinct attributes.,0.902,openai,gpt-4.1-mini
pair_attr_social_identity_relationship_re__attr_social_identity_relationship_re__634537dd40c1,attr_social_identity_relationship__respondent_s_relationship_to_3rd_closest_murderee__a6b95c96fe,attr_social_identity_relationship__respondent_s_relationship_to_closest_murderee__89e17eb402,respondent's relationship to 3rd closest murderee,respondent's relationship to closest murderee,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.9582,0.9574,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8728,not_related,keep_separate,none,0.9,Relationship to different murderees; distinct attributes.,0.907,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__1d5750afc91c,attr_demographics_and_population__relationship_of_person_13_to_spouse_of_househo__5982f13c29,attr_demographics_and_population__relationship_of_person_1_to_spouse_of_househol__e929c1e777,relationship of person 13 to spouse of househo,relationship of person 1 to spouse of househol,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8403,0.9783,0.7738,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.8728,not_related,keep_separate,none,0.85,Relationships of different persons to spouse of household head; distinct.,0.8587,openai,gpt-4.1-mini
pair_attr_demographics_and_population_typ__attr_demographics_and_population_typ__e2637feb12d9,attr_demographics_and_population__type_of_response_about_ethnicity_r__b6f615074f,attr_demographics_and_population__type_of_response_about_ethnicity_sp__8caa586512,type of response about ethnicity:r,type of response about ethnicity:sp,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8676,0.9565,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9565,0.8727,not_related,keep_separate,none,0.85,Type of response about ethnicity for different persons; distinct.,0.8572,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__5387f7c0f169,attr_demographics_and_population__age_of_eighth_person_in_household_screening_if_applica__6b8880e8c9,attr_demographics_and_population__age_of_fifth_person_in_household_screening_if_applicab__404df451b2,age of eighth person in household screening (if applicable),age of fifth person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8672,0.9573,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9573,0.8727,not_related,keep_separate,none,0.95,Ages of different household members; distinct attributes.,0.9022,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__35b0d044a2f9,attr_demographics_and_population__is_5th_person_staying_somewhere_else_now__75ebe92a3e,attr_demographics_and_population__is_7th_person_staying_somewhere_else_now__cdfc3783a5,is 5th person staying somewhere else now?,is 7th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8588,0.9756,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9756,0.8727,not_related,keep_separate,none,0.9,Is person staying somewhere else now for different persons; distinct attributes.,0.8799,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__78643f6daad0,attr_demographics_and_population__relationship_of_person_12_to_head_of_household__0347962b8f,attr_demographics_and_population__relationship_of_person_14_to_head_of_household__6d5b9f891b,relationship of person 12 to head of household,relationship of person 14 to head of household,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8574,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.8726,not_related,keep_separate,none,0.9,Relationships of different persons to head of household; distinct.,0.8799,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__a8ede3ff8466,attr_demographics_and_population__age_of_second_person_in_household_screening_if_applica__1e135e417e,attr_demographics_and_population__age_of_sixth_person_in_household_screening_if_applicab__c754359754,age of second person in household screening (if applicable),age of sixth person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8823,0.9231,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9231,0.8725,not_related,keep_separate,none,0.95,Ages of different household members; distinct attributes.,0.9016,openai,gpt-4.1-mini
pair_attr_demographics_and_population_r_r__attr_demographics_and_population_r_r__97bdf7296474,attr_demographics_and_population__r_relation_to_r_1st_sibling__cf4f53cad2,attr_demographics_and_population__r_relation_to_r_9th_sibling__120239e940,r relation to r 1st sibling,r relation to r 9th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8807,0.9259,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9259,0.8723,not_related,keep_separate,none,0.95,Relation to different siblings; distinct attributes.,0.9015,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__89c8d02d48cc,attr_demographics_and_population__relationship_of_3rd_person_to_household_head__494f1074b2,attr_demographics_and_population__relationship_of_6th_person_to_household_head__c1484fee6c,relationship of 3rd person to household head,relationship of 6th person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8776,0.9318,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9318,0.872,not_related,keep_separate,none,0.95,Relationships of different household members; distinct attributes.,0.9015,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__48a269950120,attr_demographics_and_population__age_of_eleventh_person_in_household_screening_if_appli__508b65918d,attr_demographics_and_population__age_of_thirteenth_person_in_household_screening_if_app__56a57aa98b,age of eleventh person in household screening (if applicable),age of thirteenth person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8758,0.9355,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9355,0.872,not_related,keep_separate,none,0.95,Ages of different household members; distinct attributes.,0.9015,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__1baa233a1bc8,attr_demographics_and_population__relationship_of_person_10_to_spouse_of_househo__d4b4e6ffe4,attr_demographics_and_population__relationship_of_person_14_to_spouse_of_househo__5fce040bc8,relationship of person 10 to spouse of househo,relationship of person 14 to spouse of househo,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8564,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.872,not_related,keep_separate,none,0.85,Relationships of different persons to spouse of household head; distinct.,0.8571,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__628128651804,attr_demographics_and_population__relationship_of_10th_person_to_household_head__1324552a17,attr_demographics_and_population__relationship_of_6th_person_to_household_head__c1484fee6c,relationship of 10th person to household head,relationship of 6th person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8616,0.9663,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9663,0.8719,not_related,keep_separate,none,0.9,Relationships of different household members; distinct.,0.8794,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__4ad229b56d10,attr_demographics_and_population__relationship_of_4th_person_to_household_head__7a2a3a66b3,attr_demographics_and_population__relationship_of_9th_person_to_household_head__117e7052e9,relationship of 4th person to household head,relationship of 9th person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8564,0.9773,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9773,0.8718,not_related,keep_separate,none,0.85,Relationships of different household members; distinct.,0.857,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__5042d6a748f1,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_national_group3__fe3127f41a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group3__5c1f55155a,how many years r born a member of national group3,how many years r born a member of other group3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8986,0.8842,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.7143,0.8717,not_related,keep_separate,none,0.9,Years born member of different groups; distinct group memberships.,0.8781,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__be0d648ae4be,attr_demographics_and_population__relationship_of_1st_person_to_household_head__6827eeb6f6,attr_demographics_and_population__relationship_of_7th_person_to_household_head__7878d4611c,relationship of 1st person to household head,relationship of 7th person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8667,0.9545,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9545,0.8717,not_related,keep_separate,none,0.9,Relationships of different household members; distinct.,0.8791,openai,gpt-4.1-mini
pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__94f11ba253fc,attr_demographics_and_population__sex_of_r_4th_sibling__739e008cac,attr_demographics_and_population__sex_of_r_8th_sibling__74b5fce390,sex of r 4th sibling,sex of r 8th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8684,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.8715,not_related,keep_separate,none,0.9,Sex of different siblings; distinct attributes.,0.879,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__0fd5eb821d83,attr_demographics_and_population__is_6th_person_staying_somewhere_else_now__b47ba4fbe3,attr_demographics_and_population__is_8th_person_staying_somewhere_else_now__2bed7ab549,is 6th person staying somewhere else now?,is 8th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8566,0.9756,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9756,0.8714,not_related,keep_separate,none,0.9,Is person staying somewhere else now for different persons; distinct attributes.,0.8793,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__aaba43d1d4f0,attr_life_context_and_constraints__hours_per_week_using_work_computer_hsehld_mngmn__2a60eaedef,attr_life_context_and_constraints__hours_per_week_using_work_computer_www__2ae5e1c86e,hours per week using work computer hsehld mngmn,hours per week using work computer www,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9255,0.8235,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.8713,not_related,keep_separate,none,0.9,Hours per week using work computer for different contexts; distinct.,0.8771,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a29583316428,attr_life_context_and_constraints__hours_per_week_using_work_computer_email__af61607ccb,attr_life_context_and_constraints__hours_per_week_using_work_computer_personal_int__4583b4f687,hours per week using work computer email,hours per week using work computer personal int,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9026,0.8736,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.8712,not_related,keep_separate,none,0.9,Hours per week using work computer for different contexts; distinct.,0.8778,openai,gpt-4.1-mini
pair_attr_demographics_and_population_bir__attr_demographics_and_population_bir__7057bc1bfc14,attr_demographics_and_population__birth_year_of_r_6th_sibling__c6fbaab553,attr_demographics_and_population__birth_year_of_r_9th_sibling__ce1b5eeea8,birth year of r 6th sibling,birth year of r 9th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8617,0.963,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.963,0.8711,not_related,keep_separate,none,0.9,Birth years of different siblings; distinct attributes.,0.8789,openai,gpt-4.1-mini
pair_attr_demographics_and_population_r_7__attr_demographics_and_population_r_9__874b9c554349,attr_demographics_and_population__r_7th_sibling_alive__658ac6d455,attr_demographics_and_population__r_9th_sibling_alive__4a1ab28b8b,r 7th sibling alive?,r 9th sibling alive?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8672,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.8709,not_related,keep_separate,none,0.9,Whether different siblings alive; distinct attributes.,0.8786,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__3e8b51bdeaff,attr_demographics_and_population__age_of_eleventh_person_in_household_screening_if_appli__508b65918d,attr_demographics_and_population__age_of_sixth_person_in_household_screening_if_applicab__c754359754,age of eleventh person in household screening (if applicable),age of sixth person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8787,0.9244,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9244,0.8708,not_related,keep_separate,none,0.95,Ages of different household members; distinct attributes.,0.9007,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__b24119637ae4,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group3__5e8b6fd264,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group4__40a931bfc9,how many years r born a member of church group3,how many years r born a member of church group4,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9448,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8707,not_related,keep_separate,none,0.9,Years born member of different church groups; distinct attributes.,0.9062,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__989d506528f1,attr_demographics_and_population__age_of_fourth_person_in_household_screening_if_applica__e4b4a136f2,attr_demographics_and_population__age_of_second_person_in_household_screening_if_applica__1e135e417e,age of fourth person in household screening (if applicable),age of second person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8825,0.9153,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.7143,0.8706,not_related,keep_separate,none,0.95,Ages of different household members; distinct attributes.,0.9005,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__417a1608d2aa,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_national_group2__4a97f490d1,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group2__8f46c0cfe7,how many years r born a member of national group2,how many years r born a member of other group2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8964,0.8842,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.7143,0.8705,not_related,keep_separate,none,0.9,Years born member of different groups; distinct attributes.,0.8775,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__cb99db7da977,attr_demographics_and_population__age_of_ninth_person_in_household_screening_if_applicab__7915bdd856,attr_demographics_and_population__age_of_third_person_in_household_screening_if_applicab__7943f2120e,age of ninth person in household screening (if applicable),age of third person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8673,0.9483,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9483,0.8705,not_related,keep_separate,none,0.9,Ages of different household members; distinct attributes.,0.8784,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__59da7aa8b6fc,attr_demographics_and_population__relationship_of_person_13_to_head_of_household__54aad0c71d,attr_demographics_and_population__relationship_of_person_1_to_head_of_household__0ee43f3a9b,relationship of person 13 to head of household,relationship of person 1 to head of household,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8313,0.989,0.7738,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.989,0.8705,not_related,keep_separate,none,0.9,"Attributes refer to relationship of different persons to head of household, distinct individuals, not same construct.",0.8801,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__a053c64fae39,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group1__30a665e044,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group3__5e8b6fd264,how many years r born a member of church group1,how many years r born a member of church group3,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9442,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8704,not_related,keep_separate,none,0.85,"Attributes measure membership duration in different church groups, distinct constructs.",0.8835,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__cd105f18f611,attr_demographics_and_population__age_of_seventh_person_in_household_screening_if_applic__30e4934b3a,attr_demographics_and_population__age_of_third_person_in_household_screening_if_applicab__7943f2120e,age of seventh person in household screening (if applicable),age of third person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8745,0.9322,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9322,0.8704,not_related,keep_separate,none,0.9,"Age of different household members, distinct individuals, not same construct.",0.8781,openai,gpt-4.1-mini
pair_attr_demographics_and_population_r_5__attr_demographics_and_population_r_7__8748cbefde3d,attr_demographics_and_population__r_5th_sibling_alive__dd2e030706,attr_demographics_and_population__r_7th_sibling_alive__658ac6d455,r 5th sibling alive?,r 7th sibling alive?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8664,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.8704,not_related,keep_separate,none,0.9,"Attributes about different siblings alive status, distinct individuals.",0.8784,openai,gpt-4.1-mini
