final_attribute_id,member_attribute_id,member_label,is_representative,member_rank,member_source_count,member_quality_score
attr_life_context_and_constraints__hobby_club1_meets_in_this_area__c91729a013,attr_life_context_and_constraints__hobby_club1_meets_in_this_area__c91729a013,hobby club1 meets in this area,true,0,1,94
attr_life_context_and_constraints__hobby_club2_meets_in_this_area__b0dd4ee81c,attr_life_context_and_constraints__hobby_club2_meets_in_this_area__b0dd4ee81c,hobby club2 meets in this area,true,0,1,94
attr_life_context_and_constraints__hobby_club3_meets_in_this_area__e183f36e03,attr_life_context_and_constraints__hobby_club3_meets_in_this_area__e183f36e03,hobby club3 meets in this area,true,0,1,94
attr_life_context_and_constraints__hot_and_cold_running_water__5bc925eb89,attr_life_context_and_constraints__hot_and_cold_running_water__5bc925eb89,Hot and cold running water,true,0,1,96
attr_life_context_and_constraints__hours_per_day_r_have_to_relax__4038cb8297,attr_life_context_and_constraints__hours_per_day_r_have_to_relax__4038cb8297,hours per day r have to relax,true,0,1,90
attr_life_context_and_constraints__hours_per_week_using_work_computer_email__af61607ccb,attr_life_context_and_constraints__hours_per_week_using_work_computer_email__af61607ccb,hours per week using work computer email,true,0,1,90
attr_life_context_and_constraints__hours_per_week_using_work_computer_hsehld_mngmn__2a60eaedef,attr_life_context_and_constraints__hours_per_week_using_work_computer_hsehld_mngmn__2a60eaedef,hours per week using work computer hsehld mngmn,true,0,1,90
merged_attr_1d3bf90b11cd,attr_life_context_and_constraints__hours_per_week_using_work_computer_job__7d74520a35,hours per week using work computer job,true,0,1,90
merged_attr_1d3bf90b11cd,attr_life_context_and_constraints__hours_per_week_using_work_computer_www__2ae5e1c86e,hours per week using work computer www,false,1,1,90
attr_life_context_and_constraints__hours_per_week_using_work_computer_make_money__ecbe0c402a,attr_life_context_and_constraints__hours_per_week_using_work_computer_make_money__ecbe0c402a,hours per week using work computer make money,true,0,1,90
attr_life_context_and_constraints__hours_per_week_using_work_computer_personal_int__4583b4f687,attr_life_context_and_constraints__hours_per_week_using_work_computer_personal_int__4583b4f687,hours per week using work computer personal int,true,0,1,90
attr_life_context_and_constraints__hours_r_spends_at_other_job__bd7ee02131,attr_life_context_and_constraints__hours_r_spends_at_other_job__bd7ee02131,hours r spends at other job,true,0,1,90
attr_life_context_and_constraints__hours_r_usually_works__416ff1bc22,attr_life_context_and_constraints__hours_r_usually_works__416ff1bc22,hours r usually works,true,0,1,90
merged_attr_1b55d6fcefc6,attr_life_context_and_constraints__hours_spouse_usually_works__bc4d2f926f,hours spouse usually works,false,0,1,90
merged_attr_1b55d6fcefc6,attr_life_context_and_constraints__no_of_hours_partner_usually_works_a_week__827be40ccd,no. of hours partner usually works a week,false,1,1,90
merged_attr_1b55d6fcefc6,attr_life_context_and_constraints__no_of_hrs_spouse_usually_works_a_week__b27a489da4,no. of hrs spouse usually works a week,false,2,1,94
merged_attr_1b55d6fcefc6,attr_life_context_and_constraints__number_of_hours_partner_worked_last_week__0b0f142e04,number of hours partner worked last week,false,3,1,90
merged_attr_1b55d6fcefc6,attr_life_context_and_constraints__number_of_hrs_spouse_worked_last_week__6995de66c5,number of hrs spouse worked last week,true,4,1,94
attr_life_context_and_constraints__household_income_past_12_months_use_adjinc_to_adjust_h__f966b6bd3a,attr_life_context_and_constraints__household_income_past_12_months_use_adjinc_to_adjust_h__f966b6bd3a,"Household income (past 12 months, use ADJINC to adjust HINCP to constant dollars)",true,0,1,96
attr_life_context_and_constraints__housing_improving__1f1a57b419,attr_life_context_and_constraints__housing_improving__1f1a57b419,housing improving?,true,0,1,90
attr_life_context_and_constraints__housing_status__cb5a6d6b2b,attr_life_context_and_constraints__housing_status__cb5a6d6b2b,Housing status,true,0,1,72
attr_life_context_and_constraints__how_able_is_x_to_decide_on_managing_own_money__6e7e84ca37,attr_life_context_and_constraints__how_able_is_x_to_decide_on_managing_own_money__6e7e84ca37,how able is x to decide on managing own money,true,0,1,90
merged_attr_9102254084f3,attr_life_context_and_constraints__how_able_is_x_to_decide_receive_treatment__af2a74a396,how able is x to decide receive treatment,true,0,1,90
merged_attr_9102254084f3,attr_life_context_and_constraints__how_able_is_x_to_decide_whether_to_receive_treatment__8726d61446,how able is x to decide whether to receive treatment,false,1,1,90
attr_life_context_and_constraints__how_alike_work_and_play__e7a1589adc,attr_life_context_and_constraints__how_alike_work_and_play__e7a1589adc,how alike: work & play,true,0,1,90
attr_life_context_and_constraints__how_are_you_paid__c588e27f46,attr_life_context_and_constraints__how_are_you_paid__c588e27f46,how are you paid,true,0,1,90
attr_life_context_and_constraints__how_are_your_working_hours_decided__0999c6627b,attr_life_context_and_constraints__how_are_your_working_hours_decided__0999c6627b,how are your working hours decided,true,0,1,90
attr_life_context_and_constraints__how_close_are_persons_number_1_and_2__ff36ec2de3,attr_life_context_and_constraints__how_close_are_persons_number_1_and_2__ff36ec2de3,how close are persons number 1 and 2?,true,0,1,94
attr_life_context_and_constraints__how_close_r_is_to_person_1__4b32d9e9a4,attr_life_context_and_constraints__how_close_r_is_to_person_1__4b32d9e9a4,how close r is to person 1,true,0,1,92
attr_life_context_and_constraints__how_dangerous_r_thinks_person_1_is_to_others__c3720ec603,attr_life_context_and_constraints__how_dangerous_r_thinks_person_1_is_to_others__c3720ec603,how dangerous r thinks person 1 is to others,true,0,1,92
attr_life_context_and_constraints__how_dangerous_r_thinks_person_1_is_to_themself__8d26468247,attr_life_context_and_constraints__how_dangerous_r_thinks_person_1_is_to_themself__8d26468247,how dangerous r thinks person 1 is to themself,true,0,1,92
attr_life_context_and_constraints__how_did_r_find_out_about_present_work__4b627f7442,attr_life_context_and_constraints__how_did_r_find_out_about_present_work__4b627f7442,how did r find out about present work,true,0,1,94
attr_life_context_and_constraints__how_difficult_r_takes_an_hour_off_during_working_hours__168c917053,attr_life_context_and_constraints__how_difficult_r_takes_an_hour_off_during_working_hours__168c917053,how difficult r takes an hour off during working hours,true,0,1,90
attr_life_context_and_constraints__how_difficult_to_get_mental_health_care__15419d6f5b,attr_life_context_and_constraints__how_difficult_to_get_mental_health_care__15419d6f5b,how difficult to get mental health care,true,0,1,90
attr_life_context_and_constraints__how_easy_for_r_to_find_a_same_job__03fdf23de2,attr_life_context_and_constraints__how_easy_for_r_to_find_a_same_job__03fdf23de2,how easy for r to find a same job,true,0,1,90
attr_life_context_and_constraints__how_easy_if_r_find_a_job_as_good_as_current_one__e7c26f14b0,attr_life_context_and_constraints__how_easy_if_r_find_a_job_as_good_as_current_one__e7c26f14b0,how easy if r find a job as good as current one,true,0,1,90
attr_life_context_and_constraints__how_easy_is_it_to_get_a_divorce_today__cb5335a4b8,attr_life_context_and_constraints__how_easy_is_it_to_get_a_divorce_today__cb5335a4b8,how easy is it to get a divorce today,true,0,1,90
attr_life_context_and_constraints__how_easy_r_s_firm_replaces_r_if_r_left__3dfdf024c0,attr_life_context_and_constraints__how_easy_r_s_firm_replaces_r_if_r_left__3dfdf024c0,how easy r's firm replaces r if r left,true,0,1,90
attr_life_context_and_constraints__how_easy_should_divorce_be_for_kidless__b37c5007cc,attr_life_context_and_constraints__how_easy_should_divorce_be_for_kidless__b37c5007cc,how easy should divorce be for kidless,true,0,1,90
attr_life_context_and_constraints__how_easy_should_divorce_be_if_kids__61774164fe,attr_life_context_and_constraints__how_easy_should_divorce_be_if_kids__61774164fe,how easy should divorce be if kids,true,0,1,90
attr_life_context_and_constraints__how_easy_to_see_whether_co_workers_working__de3401bbf8,attr_life_context_and_constraints__how_easy_to_see_whether_co_workers_working__de3401bbf8,how easy to see whether co-workers working,true,0,1,90
attr_life_context_and_constraints__how_easy_your_supervisor_know_how_good_you_are__8532582ad0,attr_life_context_and_constraints__how_easy_your_supervisor_know_how_good_you_are__8532582ad0,how easy your supervisor know how good you are,true,0,1,90
attr_life_context_and_constraints__how_easy_your_supervisor_know_how_much_you_do__21b6ee46d7,attr_life_context_and_constraints__how_easy_your_supervisor_know_how_much_you_do__21b6ee46d7,how easy your supervisor know how much you do,true,0,1,90
attr_life_context_and_constraints__how_fair_is_the_income_distribution_in_america__1b0f83f084,attr_life_context_and_constraints__how_fair_is_the_income_distribution_in_america__1b0f83f084,how fair is the income distribution in america,true,0,1,92
attr_life_context_and_constraints__how_fair_is_what_r_earn_on_the_job__0bfdf8b422,attr_life_context_and_constraints__how_fair_is_what_r_earn_on_the_job__0bfdf8b422,how fair is what r earn on the job,true,0,1,90
merged_attr_4467acbda17f,attr_life_context_and_constraints__how_far_in_advance_do_you_schedule_work__40de0e65f3,how far in advance do you schedule work,false,0,1,90
merged_attr_4467acbda17f,attr_life_context_and_constraints__how_far_in_advance_know_work_schedule__ae975fdf3d,how far in advance know work schedule,true,1,1,90
merged_attr_bca821610a82,attr_life_context_and_constraints__how_frequently_r_sees_or_talks_to_person_1__9cede6f90b,how frequently r sees or talks to person 1,false,0,1,92
merged_attr_bca821610a82,attr_life_context_and_constraints__how_often_does_r_talk_to_person_1__ca25eb57f6,how often does r talk to person #1?,true,1,1,94
merged_attr_aa2844b240be,attr_life_context_and_constraints__how_frequently_r_sees_someone_mentally_ill_in_public__bf89a0630f,how frequently r sees someone mentally ill in public,true,0,1,90
merged_attr_aa2844b240be,attr_life_context_and_constraints__how_often_r_sees_someone_with_mental_health_problem_in__3ecc4280b2,how often r sees someone with mental health problem in public places,false,1,1,90
attr_life_context_and_constraints__how_frightening_most_people_are_in_public_places__05ec1e8c0e,attr_life_context_and_constraints__how_frightening_most_people_are_in_public_places__05ec1e8c0e,how frightening most people are in public places,true,0,1,90
attr_life_context_and_constraints__how_happy_r_is__b4e60a6305,attr_life_context_and_constraints__how_happy_r_is__b4e60a6305,how happy r is,true,0,1,90
attr_life_context_and_constraints__how_hard_does_r_work_at_job__4bd5d19c89,attr_life_context_and_constraints__how_hard_does_r_work_at_job__4bd5d19c89,how hard does r work at job,true,0,1,90
attr_life_context_and_constraints__how_hard_to_say_how_people_work_at_workplace__ea119ef920,attr_life_context_and_constraints__how_hard_to_say_how_people_work_at_workplace__ea119ef920,how hard to say how people work at workplace,true,0,1,90
attr_life_context_and_constraints__how_hard_to_take_time_off__3a51864d14,attr_life_context_and_constraints__how_hard_to_take_time_off__3a51864d14,how hard to take time off,true,0,1,90
attr_life_context_and_constraints__how_helpful_present_work_skill_would_be_for_new_job__57d882f683,attr_life_context_and_constraints__how_helpful_present_work_skill_would_be_for_new_job__57d882f683,how helpful present work skill would be for new job,true,0,1,90
attr_life_context_and_constraints__how_important_go_to_medical_doctor_for_help__6c239c1a78,attr_life_context_and_constraints__how_important_go_to_medical_doctor_for_help__6c239c1a78,how important: go to medical doctor for help,true,0,1,90
attr_life_context_and_constraints__how_important_go_to_mental_health_professional__5f4359d91d,attr_life_context_and_constraints__how_important_go_to_mental_health_professional__5f4359d91d,how important: go to mental health professional,true,0,1,90
attr_life_context_and_constraints__how_important_go_to_psychiatrist_for_help__769de00995,attr_life_context_and_constraints__how_important_go_to_psychiatrist_for_help__769de00995,how important: go to psychiatrist for help,true,0,1,90
attr_life_context_and_constraints__how_important_job_well_done_in_deciding_pay__834775227b,attr_life_context_and_constraints__how_important_job_well_done_in_deciding_pay__834775227b,how important job well done in deciding pay,true,0,1,90
attr_life_context_and_constraints__how_important_turn_to_family_for_help__c7dab9ecd0,attr_life_context_and_constraints__how_important_turn_to_family_for_help__c7dab9ecd0,how important: turn to family for help,true,0,1,96
attr_life_context_and_constraints__how_important_turn_to_friends_for_help__5989ab12b5,attr_life_context_and_constraints__how_important_turn_to_friends_for_help__5989ab12b5,how important: turn to friends for help,true,0,1,90
attr_life_context_and_constraints__how_likely_i_ll_try_to_find_job_in_another_org__1e0cc8f6b6,attr_life_context_and_constraints__how_likely_i_ll_try_to_find_job_in_another_org__1e0cc8f6b6,how likely i'll try to find job in another org.,true,0,1,90
attr_life_context_and_constraints__how_likely_r_make_effort_for_new_job_next_year__6d0a0e68a0,attr_life_context_and_constraints__how_likely_r_make_effort_for_new_job_next_year__6d0a0e68a0,how likely r make effort for new job next year,true,0,1,90
attr_life_context_and_constraints__how_likely_to_do_nothing_if_coworker_not_working__2b95a959ec,attr_life_context_and_constraints__how_likely_to_do_nothing_if_coworker_not_working__2b95a959ec,how likely to do nothing if coworker not working,true,0,1,90
attr_life_context_and_constraints__how_likely_to_get_best_treatment_avail_in_us__b18cb403bb,attr_life_context_and_constraints__how_likely_to_get_best_treatment_avail_in_us__b18cb403bb,how likely to get best treatment avail in us,true,0,1,90
attr_life_context_and_constraints__how_likely_to_speak_supervisor_if_coworker_not_w__0766add039,attr_life_context_and_constraints__how_likely_to_speak_supervisor_if_coworker_not_w__0766add039,how likely to speak supervisor if coworker not w,true,0,1,90
attr_life_context_and_constraints__how_likely_to_talk_directly_if_coworker_not_work__b95f2942af,attr_life_context_and_constraints__how_likely_to_talk_directly_if_coworker_not_work__b95f2942af,how likely to talk directly if coworker not work,true,0,1,90
attr_life_context_and_constraints__how_likely_x_is_experiencing_mental_illness__ae162aafa0,attr_life_context_and_constraints__how_likely_x_is_experiencing_mental_illness__ae162aafa0,how likely x is experiencing mental illness,true,0,1,90
attr_life_context_and_constraints__how_likely_x_is_experiencing_nervous_breakdown__317c6bad45,attr_life_context_and_constraints__how_likely_x_is_experiencing_nervous_breakdown__317c6bad45,how likely x is experiencing nervous breakdown,true,0,1,90
merged_attr_2982510f107d,attr_life_context_and_constraints__how_likely_x_is_experiencing_normal_ups_and_downs_of_l__3e43fd541c,how likely x is experiencing normal ups-and-downs of life,false,0,1,90
merged_attr_2982510f107d,attr_life_context_and_constraints__x_is_experiencing_normal_ups_and_downs_of_life__b630ffe333,x is experiencing normal ups-and-downs of life,true,1,1,90
attr_life_context_and_constraints__how_likely_x_is_experiencing_physical_illness__da6b9c72f4,attr_life_context_and_constraints__how_likely_x_is_experiencing_physical_illness__da6b9c72f4,how likely x is experiencing physical illness,true,0,1,90
attr_life_context_and_constraints__how_likely_x_is_experiencing_vignettes__3dfc9e892c,attr_life_context_and_constraints__how_likely_x_is_experiencing_vignettes__3dfc9e892c,how likely x is experiencing vignettes,true,0,1,90
attr_life_context_and_constraints__how_likely_x_s_situation_caused_by_bad_character__2dda58194b,attr_life_context_and_constraints__how_likely_x_s_situation_caused_by_bad_character__2dda58194b,how likely x s situation caused by bad character,true,0,1,90
merged_attr_be757d47a621,attr_life_context_and_constraints__how_likely_x_s_situation_caused_by_genetic_problem__7b4afd98b2,how likely x s situation caused by genetic problem,false,0,1,90
merged_attr_be757d47a621,attr_life_context_and_constraints__x_s_situation_caused_by_genetic_problem__fa883ed529,x s situation caused by: genetic problem,true,1,1,90
attr_life_context_and_constraints__how_likely_x_s_situation_caused_by_god_s_will__aaa5f939a5,attr_life_context_and_constraints__how_likely_x_s_situation_caused_by_god_s_will__aaa5f939a5,how likely x s situation caused by god s will,true,0,1,90
attr_life_context_and_constraints__how_likely_x_s_situation_caused_by_imbalance_in_brain__2495f33278,attr_life_context_and_constraints__how_likely_x_s_situation_caused_by_imbalance_in_brain__2495f33278,how likely x s situation caused by imbalance in brain,true,0,1,90
merged_attr_cd3b2841ae56,attr_life_context_and_constraints__how_likely_x_s_situation_caused_by_stress__d2e3ca0d16,how likely x s situation caused by stress,false,0,1,90
merged_attr_cd3b2841ae56,attr_life_context_and_constraints__x_s_situation_caused_by_stress__a56d9153ee,x s situation caused by: stress,true,1,1,90
merged_attr_f06d5f539566,attr_life_context_and_constraints__how_likely_x_s_situation_caused_by_the_way_raised__5e24dc4102,how likely x s situation caused by the way raised,false,0,1,90
merged_attr_f06d5f539566,attr_life_context_and_constraints__x_s_situation_caused_by_the_way_raised__a4dc20afe5,x s situation caused by: the way raised,true,1,1,90
attr_life_context_and_constraints__how_likely_x_s_situation_will_improve_on_its_own__3fc4ca6bf0,attr_life_context_and_constraints__how_likely_x_s_situation_will_improve_on_its_own__3fc4ca6bf0,how likely x s situation will improve on its own,true,0,1,90
attr_life_context_and_constraints__how_likely_x_s_situation_will_improve_with_treatment__1744ab389c,attr_life_context_and_constraints__how_likely_x_s_situation_will_improve_with_treatment__1744ab389c,how likely x s situation will improve with treatment,true,0,1,90
merged_attr_94522f445ead,attr_life_context_and_constraints__how_likely_x_violent_toward_him_herself__bf556f9f05,how likely x violent toward him herself,false,0,1,90
merged_attr_94522f445ead,attr_life_context_and_constraints__how_likely_x_violent_toward_oneself__90597a2b54,how likely x violent toward oneself,true,1,1,90
attr_life_context_and_constraints__how_likely_x_violent_toward_other_people__d163d400e7,attr_life_context_and_constraints__how_likely_x_violent_toward_other_people__d163d400e7,how likely x violent toward other people,true,0,1,90
attr_life_context_and_constraints__how_likely_you_will_be_promoted_next_five_years__12a17fad1d,attr_life_context_and_constraints__how_likely_you_will_be_promoted_next_five_years__12a17fad1d,how likely you will be promoted next five years,true,0,1,90
attr_life_context_and_constraints__how_likely_you_would_find_a_job__0159de8376,attr_life_context_and_constraints__how_likely_you_would_find_a_job__0159de8376,how likely you would find a job,true,0,1,90
attr_life_context_and_constraints__how_long_has_r_known_person_1__e85874e4ca,attr_life_context_and_constraints__how_long_has_r_known_person_1__e85874e4ca,how long has r known person #1?,true,0,1,94
attr_life_context_and_constraints__how_long_have_worked_at_this_location__12475df4a0,attr_life_context_and_constraints__how_long_have_worked_at_this_location__12475df4a0,how long have worked at this location,true,0,1,90
attr_life_context_and_constraints__how_long_have_worked_for_those_sites__d5aed46363,attr_life_context_and_constraints__how_long_have_worked_for_those_sites__d5aed46363,how long have worked for those sites,true,0,1,90
attr_life_context_and_constraints__how_long_r_wait_treatment_climbing_stairs__c61df87e02,attr_life_context_and_constraints__how_long_r_wait_treatment_climbing_stairs__c61df87e02,how long r wait treatment climbing stairs,true,0,1,90
attr_life_context_and_constraints__how_long_r_wait_treatment_doing_less_work_e__0766d43cce,attr_life_context_and_constraints__how_long_r_wait_treatment_doing_less_work_e__0766d43cce,how long r wait treatment doing less work e,true,0,1,96
attr_life_context_and_constraints__how_long_r_wait_treatment_downhearted_and_b__d4593d9d7a,attr_life_context_and_constraints__how_long_r_wait_treatment_downhearted_and_b__d4593d9d7a,how long r wait treatment downhearted and b,true,0,1,90
attr_life_context_and_constraints__how_long_r_wait_treatment_health_interfere__87850e8938,attr_life_context_and_constraints__how_long_r_wait_treatment_health_interfere__87850e8938,how long r wait treatment health interfere,true,0,1,90
attr_life_context_and_constraints__how_long_r_wait_treatment_lack_of_energy__b4108dc428,attr_life_context_and_constraints__how_long_r_wait_treatment_lack_of_energy__b4108dc428,how long r wait treatment lack of energy,true,0,1,90
attr_life_context_and_constraints__how_long_r_wait_treatment_limited_types_of__8f50d4f941,attr_life_context_and_constraints__how_long_r_wait_treatment_limited_types_of__8f50d4f941,how long r wait treatment limited types of,true,0,1,90
attr_life_context_and_constraints__how_long_r_wait_treatment_moderate_activity__79045570fe,attr_life_context_and_constraints__how_long_r_wait_treatment_moderate_activity__79045570fe,how long r wait treatment moderate activity,true,0,1,90
attr_life_context_and_constraints__how_long_r_wait_treatment_not_calm_and_peace__ddeada3665,attr_life_context_and_constraints__how_long_r_wait_treatment_not_calm_and_peace__ddeada3665,how long r wait treatment not calm and peace,true,0,1,90
attr_life_context_and_constraints__how_long_r_wait_treatment_pain_interfere_wi__68dc753758,attr_life_context_and_constraints__how_long_r_wait_treatment_pain_interfere_wi__68dc753758,how long r wait treatment pain interfere wi,true,0,1,90
attr_life_context_and_constraints__how_long_r_wait_treatment_working_less_care__c9eb4ad324,attr_life_context_and_constraints__how_long_r_wait_treatment_working_less_care__c9eb4ad324,how long r wait treatment working less care,true,0,1,96
attr_life_context_and_constraints__how_many_cigs_a_day__9f4a3da111,attr_life_context_and_constraints__how_many_cigs_a_day__9f4a3da111,how many cigs a day,true,0,1,90
attr_life_context_and_constraints__how_many_days_absent_from_work_past_6_month__701c7936f0,attr_life_context_and_constraints__how_many_days_absent_from_work_past_6_month__701c7936f0,how many days absent from work past 6 month,true,0,1,96
attr_life_context_and_constraints__how_many_full_time_jobs_r_has_in_past_3_yrs_since_2005__dff18db95d,attr_life_context_and_constraints__how_many_full_time_jobs_r_has_in_past_3_yrs_since_2005__dff18db95d,how many full time jobs r has in past 3 yrs since 2005,true,0,1,90
attr_life_context_and_constraints__how_many_hours_a_week_does_r_spend_on_hh_work__92e504fbb3,attr_life_context_and_constraints__how_many_hours_a_week_does_r_spend_on_hh_work__92e504fbb3,how many hours a week does r spend on hh work,true,0,1,90
attr_life_context_and_constraints__how_many_hours_a_week_does_spouse_on_hh_wrk__b2b9271cec,attr_life_context_and_constraints__how_many_hours_a_week_does_spouse_on_hh_wrk__b2b9271cec,how many hours a week does spouse on hh wrk,true,0,1,90
attr_life_context_and_constraints__how_many_hours_spent_in_arts_culture__35cb93892b,attr_life_context_and_constraints__how_many_hours_spent_in_arts_culture__35cb93892b,"how many hours spent in arts, culture",true,0,1,90
attr_life_context_and_constraints__how_many_hours_spent_in_education__8cdc17ebf1,attr_life_context_and_constraints__how_many_hours_spent_in_education__8cdc17ebf1,how many hours spent in education,true,0,1,100
attr_life_context_and_constraints__how_many_hours_spent_in_environment__86f4375b7d,attr_life_context_and_constraints__how_many_hours_spent_in_environment__86f4375b7d,how many hours spent in environment,true,0,1,100
attr_life_context_and_constraints__how_many_hours_spent_in_health_past_month__bc9296caa0,attr_life_context_and_constraints__how_many_hours_spent_in_health_past_month__bc9296caa0,how many hours spent in health past month,true,0,1,100
attr_life_context_and_constraints__how_many_hours_spent_in_human_services__f8b78b563b,attr_life_context_and_constraints__how_many_hours_spent_in_human_services__f8b78b563b,how many hours spent in human services,true,0,1,90
attr_life_context_and_constraints__how_many_hours_spent_in_informal_alone__464d2cfd9f,attr_life_context_and_constraints__how_many_hours_spent_in_informal_alone__464d2cfd9f,how many hours spent in informal-alone,true,0,1,90
attr_life_context_and_constraints__how_many_hours_spent_in_international__b6e5bcefc0,attr_life_context_and_constraints__how_many_hours_spent_in_international__b6e5bcefc0,how many hours spent in international,true,0,1,90
attr_life_context_and_constraints__how_many_hours_spent_in_political_org_etc__4b4e3d62ef,attr_life_context_and_constraints__how_many_hours_spent_in_political_org_etc__4b4e3d62ef,how many hours spent in political org. etc,true,0,1,100
attr_life_context_and_constraints__how_many_hours_spent_in_priv_and_comm__8687d5bd17,attr_life_context_and_constraints__how_many_hours_spent_in_priv_and_comm__8687d5bd17,how many hours spent in priv & comm.,true,0,1,90
attr_life_context_and_constraints__how_many_hours_spent_in_pub_soc_benefit__bc053c9f62,attr_life_context_and_constraints__how_many_hours_spent_in_pub_soc_benefit__bc053c9f62,how many hours spent in pub-soc benefit,true,0,1,90
attr_life_context_and_constraints__how_many_hours_spent_in_recreation_adults__89f3e91ee1,attr_life_context_and_constraints__how_many_hours_spent_in_recreation_adults__89f3e91ee1,how many hours spent in recreation adults,true,0,1,90
attr_life_context_and_constraints__how_many_hours_spent_in_work_related_org__4b196e3bdc,attr_life_context_and_constraints__how_many_hours_spent_in_work_related_org__4b196e3bdc,how many hours spent in work-related org,true,0,1,90
attr_life_context_and_constraints__how_many_hours_spent_in_youth_development__828d737231,attr_life_context_and_constraints__how_many_hours_spent_in_youth_development__828d737231,how many hours spent in youth development,true,0,1,90
attr_life_context_and_constraints__how_many_hrs_week_do_you_usually_work__470b8e8cc8,attr_life_context_and_constraints__how_many_hrs_week_do_you_usually_work__470b8e8cc8,how many hrs/week do you usually work,true,0,1,90
attr_life_context_and_constraints__how_many_in_family_earned_money__6445b1ecad,attr_life_context_and_constraints__how_many_in_family_earned_money__6445b1ecad,how many in family earned money?,true,0,1,94
attr_life_context_and_constraints__how_many_levels_of_supervision_beneath_you__4cafde7d6b,attr_life_context_and_constraints__how_many_levels_of_supervision_beneath_you__4cafde7d6b,how many levels of supervision beneath you,true,0,1,90
attr_life_context_and_constraints__how_many_of_r_s_friends_know_each_other__bb5dc4c51c,attr_life_context_and_constraints__how_many_of_r_s_friends_know_each_other__bb5dc4c51c,how many of r's friends know each other?,true,0,1,94
attr_life_context_and_constraints__how_many_people_do_you_supervise_directly__b5173cfc44,attr_life_context_and_constraints__how_many_people_do_you_supervise_directly__b5173cfc44,how many people do you supervise directly,true,0,1,90
attr_life_context_and_constraints__how_many_people_in_contact_least_once_a_year__c34437601e,attr_life_context_and_constraints__how_many_people_in_contact_least_once_a_year__c34437601e,how many people in contact least once a year,true,0,1,100
attr_life_context_and_constraints__how_many_people_r_sees_face_to_face__0e43413e6d,attr_life_context_and_constraints__how_many_people_r_sees_face_to_face__0e43413e6d,how many people r sees face to face,true,0,1,94
attr_life_context_and_constraints__how_many_people_responsible_to_you__8e89567c2a,attr_life_context_and_constraints__how_many_people_responsible_to_you__8e89567c2a,how many people responsible to you,true,0,1,90
attr_life_context_and_constraints__how_many_people_seen_in_person__c05bb7ec26,attr_life_context_and_constraints__how_many_people_seen_in_person__c05bb7ec26,how many people seen in person,true,0,1,100
attr_life_context_and_constraints__how_many_people_send_email__e132b31996,attr_life_context_and_constraints__how_many_people_send_email__e132b31996,how many people send email,true,0,1,100
attr_life_context_and_constraints__how_many_people_talk_to_on_phone__81a58f1f31,attr_life_context_and_constraints__how_many_people_talk_to_on_phone__81a58f1f31,how many people talk to on phone,true,0,1,100
attr_life_context_and_constraints__how_many_people_write_letters_to__2ed1ee28b3,attr_life_context_and_constraints__how_many_people_write_letters_to__2ed1ee28b3,how many people write letters to,true,0,1,100
attr_life_context_and_constraints__how_many_r_belongs_to_farm_organizations__3d97a62ec0,attr_life_context_and_constraints__how_many_r_belongs_to_farm_organizations__3d97a62ec0,how many r belongs to farm organizations,true,0,1,94
attr_life_context_and_constraints__how_many_r_belongs_to_fraternal_groups__c43ceb5dd1,attr_life_context_and_constraints__how_many_r_belongs_to_fraternal_groups__c43ceb5dd1,how many r belongs to fraternal groups,true,0,1,94
attr_life_context_and_constraints__how_many_r_belongs_to_hobby_clubs__15d4bf9879,attr_life_context_and_constraints__how_many_r_belongs_to_hobby_clubs__15d4bf9879,how many r belongs to hobby clubs,true,0,1,94
attr_life_context_and_constraints__how_many_r_belongs_to_informal_groups__b221b55187,attr_life_context_and_constraints__how_many_r_belongs_to_informal_groups__b221b55187,how many r belongs to informal groups,true,0,1,94
attr_life_context_and_constraints__how_many_r_belongs_to_labor_unions__c38fb8c8de,attr_life_context_and_constraints__how_many_r_belongs_to_labor_unions__c38fb8c8de,how many r belongs to labor unions,true,0,1,94
merged_attr_180c311f28b0,attr_life_context_and_constraints__how_many_r_belongs_to_literary_groups__137329ea58,how many r belongs to literary groups,true,0,1,94
merged_attr_180c311f28b0,attr_life_context_and_constraints__r_belongs_to_more_than_one_literary_groups__adbba973e1,r belongs to more than one literary groups,false,1,1,94
attr_life_context_and_constraints__how_many_r_belongs_to_other_groups__cd7c84497f,attr_life_context_and_constraints__how_many_r_belongs_to_other_groups__cd7c84497f,how many r belongs to other groups,true,0,1,94
attr_life_context_and_constraints__how_many_r_belongs_to_political_clubs__680d11b44f,attr_life_context_and_constraints__how_many_r_belongs_to_political_clubs__680d11b44f,how many r belongs to political clubs,true,0,1,100
attr_life_context_and_constraints__how_many_r_belongs_to_professional_societies__a06b189c55,attr_life_context_and_constraints__how_many_r_belongs_to_professional_societies__a06b189c55,how many r belongs to professional societies,true,0,1,94
attr_life_context_and_constraints__how_many_r_belongs_to_school_fraternities__de1e6a6c0c,attr_life_context_and_constraints__how_many_r_belongs_to_school_fraternities__de1e6a6c0c,how many r belongs to school fraternities,true,0,1,94
merged_attr_5f375ebddc0b,attr_life_context_and_constraints__how_many_r_belongs_to_school_service_groups__9d0614ffcc,how many r belongs to school service groups,false,0,1,94
merged_attr_5f375ebddc0b,attr_life_context_and_constraints__how_many_r_belongs_to_service_clubs__45541a5cfb,how many r belongs to service clubs,true,1,1,94
