edge_id,source_node_id,target_node_id,relation_type,edge_status,edge_weight,confidence_score,weight_basis,reason
edge_0002458,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__health_insurance_coverage_recode__811c65f02c,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002459,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__hearing_difficulty__31a798cc9d,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002460,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__independent_living_difficulty__b71e138110,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002461,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__indian_health_service__0677c1340e,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002462,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__insurance_purchased_directly_from_an_insurance_company__d9248dbf09,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002463,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__insurance_through_a_current_or_former_employer_or_unio__7df822c597,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002464,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__medicaid_medical_assistance_or_any_kind_of_government__f08583767e,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002465,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__medicare_for_people_65_and_older_or_people_with_certai__03e80ab3cf,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002466,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__private_health_insurance_coverage_recode__2e62116811,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002467,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__public_health_coverage_recode__883b2b6609,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002468,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__tricare_or_other_military_health_care__de47b3688a,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002469,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__va_enrolled_for_va_health_care__51580efe2c,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002470,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__veteran_service_connected_disability_rating_percentage__a23651c89e,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002471,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,attr_life_context_and_constraints__vision_difficulty__f5445ba56f,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002472,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__bathtub_or_shower__7eb207e2a3,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002473,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__complete_kitchen_facilities__ff5e2b15c6,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002474,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__family_income_past_12_months_use_adjinc_to_adjust_finc__1fe1851fa4,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002475,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__first_mortgage_payment_monthly_amount_use_adjhsg_to_ad__beeeb636d4,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002476,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__first_mortgage_payment_includes_real_estate_taxes__ccfbfdb7af,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002477,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__first_mortgage_status__9c7442d4dd,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002478,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__gross_rent_monthly_amount_use_adjhsg_to_adjust_grntp_t__699e2ace8a,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002479,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__gross_rent_as_a_percentage_of_household_income_past_12__7374e718b0,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002480,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__hot_and_cold_running_water__5bc925eb89,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002481,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__household_income_past_12_months_use_adjinc_to_adjust_h__f966b6bd3a,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002482,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__lot_size__4905d568ea,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002483,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__monthly_rent_use_adjhsg_to_adjust_rntp_to_constant_dol__cdcc4b373c,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002484,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__number_of_bedrooms__e39b1af9ca,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002485,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__number_of_rooms__88289e56b8,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002486,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__property_taxes_yearly_real_estate_taxes__a865329a48,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002487,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__property_value__762b11baeb,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002488,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__refrigerator__0c170eff7b,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002489,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__sales_of_agriculture_products_yearly_sales_no_adjustme__0900edfa72,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002490,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__tenure__a5f45b0dcf,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002491,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__units_in_structure__630e4a9c31,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002492,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__vehicles_available_capacity_of_1_ton_or_less__e3328370c4,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002493,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__water_heater_puerto_rico_only__95c280907b,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002494,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,attr_life_context_and_constraints__yearly_food_stamp_supplemental_nutrition_assistance_pr__1a00f942c5,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002495,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__of_workers_at_the_location_your_spouse_works__01ccad768a,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002496,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__promotions_have_you_received__a7a04109b5,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002497,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__years_you_have_worked_for_pay_since_were_16__7ae20a9184,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002498,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__husband_wife_partner_in_hospital__e9876412c0,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002499,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_cause_of_mental_illness_feelings__7ae08d7cb6,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002500,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_cause_of_ner_break_feelings__bdd51f9860,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002501,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_what_help_r_sought__4ab102ebb3,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002502,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_what_r_did_when_felt_mental_illness__260f038785,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002503,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_what_r_did_when_felt_ner_break__9eb687cc8c,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002504,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_what_mental_illness_is_asserted__50cc1b3a0f,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002505,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_what_mental_illness_is_imputed__841a18d004,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002506,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_what_mental_illness_is_symptoms__a4dcd0e060,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002507,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_what_nervous_breakdown_is_asserted__a31ea505b9,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002508,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_what_nervous_breakdown_is_imputed__fa677ed656,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002509,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__1st_mention_what_nervous_breakdown_is_symptoms__cb5e00dde2,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002510,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_cause_of_mental_illness_feelings__05cf928f60,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002511,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_cause_of_ner_break_feelings__41ed118737,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002512,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_what_help_r_sought__d506af9822,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002513,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_what_r_did_when_felt_mental_illness__658d7d8506,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002514,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_what_r_did_when_felt_ner_break__d29fe9debe,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002515,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_what_mental_illness_is_asserted__7288db3dc8,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002516,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_what_mental_illness_is_imputed__896dee17d4,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002517,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_what_mental_illness_is_symptoms__656bde942e,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002518,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_what_nervous_breakdown_is_asserted__2bc6be6077,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002519,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_what_nervous_breakdown_is_imputed__773ba9e5cb,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002520,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__2nd_mention_what_nervous_breakdown_is_symptoms__eae103a05b,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002521,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__3rd_mention_cause_of_mental_illness_feelings__8fc3d58862,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002522,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__3rd_mention_cause_of_ner_break_feelings__69f4e10ac9,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002523,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__3rd_mention_what_help_r_sought__e151ccc7bd,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002524,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__3rd_mention_what_r_did_when_felt_mental_illness__7dc0b962d4,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002525,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__3rd_mention_what_r_did_when_felt_ner_break__b4441b6b69,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002526,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__3rd_mention_what_mental_illness_is_imputed__2150b91918,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002527,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__3rd_mention_what_mental_illness_is_symptoms__22b418976a,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002528,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__3rd_mention_what_nervous_breakdown_is_imputed__57c4678f91,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002529,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__3rd_mention_what_nervous_breakdown_is_symptoms__cdff0fb9fa,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002530,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_child_in_hospital__01be84ad78,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002531,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_cut_in_pay_or_reduced_hours__a5554aa2ca,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002532,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_death_of_a_close_friend__15220dcacb,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002533,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_death_of_child__6d6635bc9d,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002534,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_death_of_parents__18e1903e81,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002535,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_death_of_spouse__eaff314350,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002536,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_health_look_person_may_have_aids__fda68b8aa6,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002537,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_husband_wife_partner_being_fired__6aee9d743b,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002538,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_husband_wife_partner_cut_in_pay__e06d9f66ec,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002539,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_lot_of_freedom_to_decide_how_to_do_job__e60b9fa5b9,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002540,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_pension_or_retirement_program__d92eac2cac,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002541,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_woman_won_t_get_a_job_or_promotion_no_volunteered_re__4d28c13fd7,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002542,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__a_woman_won_t_get_a_job_or_promotion_with_volunteered__613245e245,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002543,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__accessibility_needs__9862bb27be,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002544,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__acquiring_job_skills_improving__a48c1bc6fa,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002545,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__advertised_for_a_job_in_newspaper_s__e296f38076,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002546,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__all_levels_of_org_are_involved_in_stress_prevention__22ea59b4cf,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002547,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__all_workers_regardless_of_performance_got_raise__b22e79fbe7,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002548,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__allows_one_to_work_independently__4278e30fe7,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002549,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__alt_med_provides_better_solutions__9623ca475b,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002550,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__angry_at_a_co_worker__9d70450324,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002551,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__angry_at_someone_else_at_work__7bda52c9d8,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002552,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__answered_advertisements_for_jobs__37a68b1a8e,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002553,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__any_activities_with_the_same_group_of_ppl_regularly__428d8ebc31,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002554,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__any_people_supervised_by_you_supervise_others__0df2af15ff,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002555,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__are_illegal_immigrants_hard_working__d9f36b2613,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002556,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__are_illegal_immigrants_rich_or_poor__4b8e925024,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002557,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__are_legal_immigrants_hard_working__04fbf32577,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002558,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__are_legal_immigrants_rich_or_poor__0de52e9bf2,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002559,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__are_you_currently_working_for_pay__520eb1706a,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002560,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__are_you_looking_for_a_job__a31c780cfb,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002561,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__arrived_at_work_too_tired_to_function_bc_of_hhwork__7beade867d,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002562,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__asians_discriminated_in_housing__787eac70d7,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002563,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__asians_discriminated_in_jobs__1a8cd13ad3,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002564,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__ask_doctors_to_increase_pain_medication__035ee21863,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002565,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__ask_for_physician_assisted_suicide__d3e1586cae,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002566,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__assistance_for_childcare__e41ec4dc5e,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002567,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__assistance_with_the_costs_of_day_care_for_children__79dcdec0ab,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002568,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__assistive_technology__2d561a30ea,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002569,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__at_these_occasions_how_often_did_r_make_new_friends_or__2fb42fbf94,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002570,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__at_times_i_have_really_insisted_on_having_things_my_ow__f06a3ec228,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002571,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__attention_condition__483411ff73,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0002572,subcat::life_context_and_constraints::life_context_and_constraints,attr_life_context_and_constraints__attitude_four_day_work_week__64634f26a4,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
