mapping_candidate_id,extended_candidate_id,extended_source,extended_label,extended_category,canonical_attribute_id,canonical_label,canonical_category,heuristic_score,proposed_mapping_weight,weight_basis,shared_token_count,llm_status
map_deeppersona_auto_extract_lifestyle_dp_life_automotiv__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_automotive_preferences__ccc6c81698,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Automotive Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_accessori__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_accessories_usage__33bd422604,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Accessories Usage,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_sustainab__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_sustainability_and_ethics__ccbc768060,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sustainability and Ethics,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_exercise__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_exercise__bd4acecb2d,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Exercise,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_food_and__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_food_and_cuisine__283d0296d7,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Food and Cuisine,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_relationships_dp_rel_self_a__attr_personality_traits_self_confidence_efa94de7a7,deeppersona_auto_extract__relationships_dp_rel_self_awareness__1d0e486955,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Self Awareness,Personality Traits,attr_personality_traits__self_confidence__efa94de7a7,Self-confidence,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_preferred__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_preferred_leisure_activities__c892664e9d,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Preferred Leisure Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_blogging__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_blogging__e1551267d1,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Blogging,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_dietary_h__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_dietary_habits__5820d1456b,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Dietary Habits,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_skincare__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_skincare__4ec0fbebb1,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Skincare,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fitness_e__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_fitness_engagement__48d1c4bcc1,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Fitness Engagement,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_problem_so__attr_personality_traits_cognitive_problems_2d20ec0ef,deeppersona_auto_extract__cognition_dp_cog_problem_solving_approach__b707cec23f,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Problem Solving Approach,Personality Traits,attr_personality_traits__cognitive_problems__2d20ec0efd,Cognitive Problems,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_problem_so__attr_personality_traits_problem_solving_0d3a60212e,deeppersona_auto_extract__cognition_dp_cog_problem_solving_approach__b707cec23f,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Problem Solving Approach,Personality Traits,attr_personality_traits__problem_solving__0d3a60212e,Problem-solving,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_clubs_and__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_clubs_and_groups__57b1e0902a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Clubs and Groups,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_club_part__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_club_participation__9bc9a23d35,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Club Participation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_exercise__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_exercise_types__0c722007e6,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Exercise Types,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_literary__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_literary_interests__c7f173a45d,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Literary Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_education_dp_edu_writing_sk__attr_cognitive_and_capability_pro_skill_writing_dd00,deeppersona_auto_extract__education_dp_edu_writing_skills__649456e0ca,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Writing Skills,Cognitive & Capability Profile,attr_cognitive_and_capability_pro__skill_writing__dd00763fa2,Skill: Writing,Cognitive & Capability Profile,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fashion_a__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_fashion_and_apparel_preferences__e00b763ad6,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Fashion and Apparel Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_creative__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_creative_interests__1a6b88c269,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Creative Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_environme__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_environmental_practices__1aea0297a8,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Environmental Practices,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_music_and__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_music_and_performing_arts_interest__dbb420fbea,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Music and Performing Arts Interest,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_wellness__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_wellness_practices__f7c485f938,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Wellness Practices,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fitness_a__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_fitness_and_exercise__c06ec310e4,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Fitness and Exercise,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_food_and__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_food_and_beverage_preferences__84b8c7ce3d,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Food and Beverage Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_clothing__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_clothing_preferences__c5e6e8934e,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Clothing Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_culinary__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_culinary_engagement__dee54fd894,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Culinary Engagement,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_animal_in__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_animal_interests__a3fa03f40e,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Animal Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_eco_frien__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_eco_friendly_practices__8509b882f8,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Eco-friendly Practices,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_appearanc__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_appearance_preferences__c5a3760c13,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Appearance Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_relaxatio__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_relaxation_techniques__d144e0e5b8,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Relaxation Techniques,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_arts_and__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_arts_and_creativity__aad49525ff,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Arts and Creativity,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_media_pre__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_media_preferences__94ab9ff543,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Media Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_scientifi__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_scientific_interests__3f6e72a051,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Scientific Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_travel_an__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_travel_and_exploration__15d088fd9c,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Travel and Exploration,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_tourism_6__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_tourism__6e9ca2a064,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Tourism,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_asset_int__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_asset_interests__3f1c128b00,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Asset Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_emotional__attr_personality_traits_emotional_detachment_a9263fa,deeppersona_auto_extract__cognition_dp_cog_emotional_detachment__c648f440dd,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Emotional Detachment,Personality Traits,attr_personality_traits__emotional_detachment__a9263fa0af,Emotional Detachment,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_preferred__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_preferred_activities__0df1cc8a08,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Preferred Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_preference__attr_personality_traits_social_confidence_e9f8b0721e,deeppersona_auto_extract__cognition_dp_cog_preference_for_inclusive_social_interaction__8e318865e1,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Preference for Inclusive Social Interaction,Personality Traits,attr_personality_traits__social_confidence__e9f8b0721e,Social Confidence,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_beauty_pr__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_beauty_products__56c780d311,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Beauty Products,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_home_care__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_home_care__f7172c2e4d,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Home Care,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_participa__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_participation__2dbd99973c,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),participation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_dining_68__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_dining__680765f929,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Dining,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_cloud_tec__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_cloud_technologies__ec069c7cd8,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Cloud Technologies,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_innovatio__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_innovation__37fbb9035e,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Innovation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_design_2e__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_design__2ec477b8ee,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Design,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_content_p__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_content_preferences__e24e14a9ef,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Content Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_software__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_software_development__aee29876ec,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Software Development,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_chronic_co__attr_life_context_and_constraints_condition_of_healt,deeppersona_auto_extract__health_dp_health_chronic_conditions__814df2878b,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Chronic Conditions,Life Context & Constraints,attr_life_context_and_constraints__condition_of_health__d6d3b572b6,condition of health,Life Context & Constraints,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_beverage__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_beverage_preferences__3e7ca871f0,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Beverage Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_personal__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_personal_style__e17cef5689,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Personal Style,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
